text	frequency	labels
Akyigit	12	['kompositionelles Motiv']
Akyildiz	148	['kompositionelles Motiv', 'Herkunft']
Akyol	374	['kompositionelles Motiv']
Akyurt	12	['kompositionelles Motiv']
Akyüz	284	['Rufnamenmuster', 'Übername']
Al	80	['Rufnamenmuster', 'patriotisches Motiv', 'Übername']
Al-Ahmad	13	['Rufname']
Al-Hakim	8	['Rufname', 'Beruf']
Al-Halabi	6	['Herkunft']
Al-Hashimi	6	['Rufname']
Al-Hassan	12	['Rufname']
Al-Khalil	11	['Rufname']
Al-Khatib	20	['Beruf']
Al-Saadi	11	['Rufname']
Al-Sabbagh	7	['Beruf']
Alaca	30	['Rufnamenmuster', 'Herkunft']
Alacali	13	['Rufnamenmuster', 'Herkunft']
Aladag	44	['Wohnstätte', 'Herkunft', 'Rufnamenmuster']
Alaerds	11	['Rufname']
Alagöz	122	['Übername', 'Herkunft']
Alard	2	['Rufname']
Alarslan	21	['kompositionelles Motiv']
Alatas	31	['kompositionelles Motiv', 'Rufname', 'Wohnstätte']
Alay	36	['Beruf', 'Übername', 'Rufname']
Alban	153	['Rufname']
Albanbauer	23	['Beruf']
Albanese	101	['Herkunft']
Albanesi	9	['Herkunft']
Albani	125	['Rufname', 'Herkunft']
Albano	75	['Rufname', 'Herkunft']
Albanstetter	3	['Herkunft']
Albanus	18	['Rufname']
Albany	9	['Rufname']
Albat	222	['Rufname']
Albath	48	['Rufname']
Albay	23	['Beruf']
Albayrak	446	['patriotisches Motiv', 'Herkunft']
Alber	1380	['Rufname', 'Wohnstätte']
Albercht	7	['Rufname']
Alberd	1	['Rufname']
Alberding	222	['Rufname']
Alberdingk	1	['Rufname']
Albergt	4	['Rufname']
Albers	5663	['Rufname']
Albersen	1	['Rufname']
Albersmann	189	['Rufname', 'Beruf']
Albersmeier	105	['Beruf', 'Rufname']
Albersmeyer	49	['Beruf', 'Rufname']
Albert	7048	['Rufname']
Alberter	90	['Rufname']
Alberternst	62	['Rufname']
Albertes	5	['Rufname']
Albertfrickenstein	2	['Wohnstätte']
Alberth	105	['Rufname']
Alberti	617	['Rufname']
Albertin	56	['Rufname']
Albertini	54	['Rufname']
Albertmann	10	['Rufname']
Alberto	16	['Rufname']
Alberts	864	['Rufname']
Albertsen	326	['Rufname']
Albertsernst	1	['Rufname']
Albertsmann	5	['Rufname', 'Beruf']
Albertsmeier	16	['Beruf', 'Rufname']
Albertsmeyer	13	['Beruf', 'Rufname']
Albertus	46	['Rufname']
Alberty	91	['Rufname']
Albertz	245	['Rufname']
Albien	96	['Rufname']
Albin	156	['Rufname']
Albinius	13	['Rufname', 'Übername', 'Beruf']
Albinski	17	['Rufname']
Albinsky	42	['Rufname']
Albinus	212	['Rufname', 'Übername', 'Beruf']
Albohn	22	['Rufname']
Albold	41	['Rufname']
Alboldt	3	['Rufname']
Albracht	144	['Rufname']
Albrand	77	['Rufname']
Albrandt	85	['Rufname']
Albrant	29	['Rufname']
Albrech	42	['Rufname']
Albrecht	21687	['Rufname']
Albrechten	1	['Rufname']
Albrechts	33	['Rufname']
Albrechtsen	32	['Rufname']
Albrich	88	['Rufname']
Albus	605	['Übername']
Alcan	12	['kompositionelles Motiv']
Aldejohann	50	['Wohnstätte', 'Rufname']
Aldemir	85	['kompositionelles Motiv']
Aldenhofen	8	['Herkunft']
Aldenhoven	91	['Herkunft', 'Wohnstätte']
Aldermann	43	['Beruf']
Aldinger	409	['Herkunft']
Aldirmaz	25	['Rufnamenmuster', 'Übername']
Aldogan	17	['kompositionelles Motiv']
Alef	171	['Rufname']
Aleff	45	['Rufname']
Alefs	69	['Rufname']
Alefsen	20	['Rufname']
Aleidt	9	['Rufname']
Aleit	20	['Rufname']
Aleite	3	['Rufname']
Aleiter	14	['Rufname']
Aleith	23	['Rufname']
Aleithe	76	['Rufname']
Alekseenko	13	['Rufname']
Alekseev	36	['Rufname', 'Herkunft']
Alekseeva	16	['Rufname', 'Herkunft']
Alekseew	13	['Rufname', 'Herkunft']
Aleksejew	3	['Rufname', 'Herkunft']
Alekseyenko	1	['Rufname']
Alemdar	27	['Beruf', 'Herkunft']
Alemdaroglu	11	['Beruf']
Alering	1	['Rufname']
Alers	101	['Rufname']
Alert	125	['Rufname']
Alertz	16	['Rufname']
Ales	20	['Rufname', 'Herkunft']
Alessandrelli	4	['Rufname']
Alessandrello	1	['Rufname']
Alessandri	10	['Rufname']
Alessandrini	11	['Rufname', 'Herkunft']
Alessandrino	4	['Rufname', 'Herkunft']
Alessandro	27	['Rufname']
Alessi	51	['Rufname']
Alessio	33	['Rufname']
Aleth	33	['Rufname']
Aletter	29	['Rufname']
Alex	1190	['Rufname']
Alexakis	16	['Rufname']
Alexander	1613	['Rufname']
Alexanders	14	['Rufname']
Alexandrakis	21	['Rufname']
Alexandre	49	['Rufname']
Alexandrescu	13	['Rufname']
Alexandridis	48	['Rufname']
Alexandris	16	['Rufname']
Alexandropoulos	1	['Rufname']
Alexandrou	6	['Rufname']
Alexeenco	1	['Rufname']
Alexeenko	5	['Rufname']
Alexeev	28	['Rufname', 'Herkunft']
Alexeeva	6	['Rufname', 'Herkunft']
Alexeew	5	['Rufname', 'Herkunft']
Alexejenko	4	['Rufname']
Alexejev	5	['Rufname', 'Herkunft']
Alexejew	16	['Rufname', 'Herkunft']
Alexeyenko	1	['Rufname']
Alexi	89	['Rufname']
Alexiadis	30	['Rufname']
Alexiadou	5	['Rufname']
Alexius	74	['Rufname']
Alexopoulos	28	['Rufname']
Alexopoulou	5	['Rufname']
Alexy	144	['Rufname']
Aleyt	11	['Rufname']
Aleythe	9	['Rufname']
Alf	192	['Rufname', 'Herkunft']
Alfaenger	12	['Beruf']
Alfer	60	['Rufname']
Alferding	25	['Rufname']
Alfering	6	['Rufname']
Alferink	87	['Rufname']
Alfers	141	['Rufname']
Alfert	129	['Rufname']
Alff	231	['Rufname', 'Herkunft']
Alfs	196	['Rufname']
Alfänger	9	['Beruf']
Algaier	32	['Herkunft']
Algan	39	['Rufnamenmuster', 'Übername', 'kompositionelles Motiv', 'Rufname']
Algayer	16	['Herkunft']
Algeier	55	['Herkunft']
Algermissen	264	['Herkunft']
Algermißen	9	['Herkunft']
Algesheimer	11	['Herkunft']
Algeyer	6	['Herkunft']
Algrim	3	['Rufname']
Algül	52	['kompositionelles Motiv']
Alhart	1	['Rufname']
Alhas	10	['kompositionelles Motiv']
Alheid	13	['Rufname']
Alheidt	39	['Rufname']
Alheit	72	['Rufname']
Alheite	2	['Rufname']
Alhelm	33	['Rufname']
Alhorn	82	['Herkunft']
Ali	721	['Rufname', 'Rufnamenmuster']
Aliaj	15	['Rufname']
Alican	13	['kompositionelles Motiv']
Alijaj	49	['Rufname']
Alim	30	['Beruf', 'Rufnamenmuster']
Alimci	11	['Beruf']
Alimoglu	10	['Beruf', 'Rufnamenmuster']
Alioglu	30	['Rufname']
Alius	63	['Rufname', 'Herkunft']
Alizadeh	36	['Rufname']
Alkadi	3	['Beruf']
Alkan	466	['patriotisches Motiv', 'Übername', 'kompositionelles Motiv', 'Rufname']
Alkas	18	['Übername']
Alkaya	33	['Wohnstätte', 'kompositionelles Motiv', 'Herkunft']
Alkhatib	11	['Beruf']
Alkis	40	['Rufnamenmuster']
Allar	116	['Rufname']
Allard	105	['Rufname']
Allardt	6	['Rufname']
Allartz	10	['Rufname']
Allbertz	1	['Rufname']
Allbracht	1	['Rufname']
Allbrand	5	['Rufname']
Allbrandt	1	['Rufname']
Allbrecht	6	['Rufname']
Allebrand	24	['Rufname']
Allebrandt	2	['Rufname']
Allef	14	['Rufname']
Alleman	3	['Herkunft', 'Rufname']
Allemann	23	['Herkunft', 'Rufname']
Allerding	62	['Rufname']
Allerdt	17	['Rufname']
Allerheiligen	65	['Übername', 'Herkunft']
Allering	1	['Rufname']
Allermann	127	['Wohnstätte', 'Herkunft']
Allers	309	['Rufname']
Allershausen	13	['Herkunft']
Allersmeier	24	['Beruf']
Allert	335	['Rufname']
Allertz	11	['Rufname']
Allex	14	['Rufname']
Allexi	8	['Rufname']
Allgaeuer	1	['Herkunft']
Allgaier	890	['Herkunft']
Allgair	1	['Herkunft']
Allgayer	123	['Herkunft']
Allgeier	592	['Herkunft']
Allgeuer	1	['Herkunft']
Allgeyer	100	['Herkunft']
Allgeyr	3	['Herkunft']
Allgoewer	7	['Herkunft']
Allgäuer	95	['Herkunft']
Allgöwer	162	['Herkunft']
Allmandinger	12	['Herkunft']
Allmang	112	['Herkunft']
Allmann	444	['Herkunft', 'Rufname']
Allmannsberger	92	['Herkunft']
Allmendinger	561	['Herkunft']
Allmutter	1	['Übername']
Allofs	18	['Rufname']
Allrogge	2	['Beruf']
Allroggen	86	['Beruf']
Alltpeter	1	['Rufname']
Allwardt	135	['Rufname']
Allwein	9	['Rufname']
Allweins	11	['Rufname']
Allwinn	11	['Rufname']
Almandinger	2	['Herkunft']
Almasri	9	['Herkunft']
Almendinger	51	['Herkunft']
Alnajjar	6	['Beruf']
Alof	39	['Rufname']
Aloff	1	['Rufname']
Alofs	34	['Rufname']
Alonso	129	['Rufname']
Alp	170	['Rufnamenmuster', 'Rufname']
Alparslan	31	['Rufname', 'kompositionelles Motiv', 'Herkunft']
Alpaslan	76	['Rufname', 'kompositionelles Motiv', 'Herkunft']
Alpay	43	['kompositionelles Motiv']
Alpdogan	11	['kompositionelles Motiv']
Alper	95	['kompositionelles Motiv', 'Rufname', 'Herkunft']
Alpers	640	['Rufname']
Alpert	189	['Rufname']
Alperth	4	['Rufname']
Alprecht	5	['Rufname']
Alpsoy	15	['kompositionelles Motiv']
Alptekin	54	['kompositionelles Motiv', 'Rufname']
Alrep	3	['Beruf']
Alsancak	12	['patriotisches Motiv']
Alschauski	2	['Herkunft', 'Wohnstätte']
Alschausky	2	['Herkunft', 'Wohnstätte']
Alschefski	3	['Herkunft', 'Wohnstätte']
Alschewski	15	['Herkunft', 'Wohnstätte']
Alschewsky	5	['Herkunft', 'Wohnstätte']
Alschwede	1	['Herkunft']
Alschäfscky	4	['Herkunft', 'Wohnstätte']
Alsleben	462	['Herkunft']
Alswe	2	['Herkunft']
Alswede	27	['Herkunft']
Alsweh	20	['Herkunft']
Alt	3775	['Übername', 'Rufname']
Altas	57	['kompositionelles Motiv', 'Wohnstätte']
Altay	172	['patriotisches Motiv', 'Rufname', 'Herkunft']
Altbauer	18	['Beruf']
Alte	134	['Übername']
Altehans	6	['Rufname']
Altehoefer	5	['Wohnstätte', 'Herkunft']
Altehoff	10	['Wohnstätte']
Altekin	14	['kompositionelles Motiv']
Altemann	12	['Übername']
Altemeier	215	['Beruf']
Altemeyer	58	['Beruf']
Altemoeller	2	['Beruf']
Altemöller	75	['Beruf']
Altemüller	14	['Beruf']
Altenberg	131	['Herkunft']
Altenberger	119	['Herkunft']
Altenburg	748	['Herkunft']
Altenburger	257	['Herkunft']
Altenhoefer	2	['Herkunft', 'Wohnstätte']
Altenhof	217	['Wohnstätte', 'Herkunft']
Altenhofen	227	['Herkunft']
Altenhofer	63	['Herkunft', 'Wohnstätte']
Altenhuber	3	['Beruf']
Altenhöfer	69	['Herkunft', 'Wohnstätte']
Altenmöller	2	['Beruf']
Altenmüller	35	['Beruf']
Altenscheid	4	['Wohnstätte']
Altenscheidt	28	['Wohnstätte']
Altenschmidt	97	['Beruf']
Altenstrasser	25	['Wohnstätte']
Altenstraßer	5	['Wohnstätte']
Altenweg	35	['Wohnstätte']
Altenweger	40	['Wohnstätte', 'Herkunft']
Altenwegner	4	['Wohnstätte', 'Herkunft']
Altepeter	12	['Rufname']
Alter	804	['Übername', 'Rufname', 'Herkunft']
Altermann	254	['Beruf', 'Übername', 'Herkunft']
Altevogt	151	['Beruf']
Altewolf	11	['Rufname', 'Übername']
Altfader	2	['Übername']
Altfater	4	['Übername']
Altfatter	1	['Übername']
Althainz	26	['Rufname']
Althanns	2	['Rufname']
Althannß	3	['Rufname']
Althans	198	['Rufname']
Althansel	3	['Rufname']
Althanß	11	['Rufname']
Althaus	1871	['Wohnstätte', 'Herkunft']
Althauser	26	['Wohnstätte', 'Herkunft']
Altheinz	1	['Rufname']
Althenhof	1	['Wohnstätte', 'Herkunft']
Altherr	230	['Übername']
Althoefer	2	['Wohnstätte', 'Herkunft']
Althof	298	['Wohnstätte', 'Herkunft']
Althofen	14	['Wohnstätte', 'Herkunft']
Althofer	4	['Wohnstätte', 'Herkunft']
Althoff	1984	['Wohnstätte', 'Herkunft']
Althuber	6	['Beruf']
Althöfer	104	['Wohnstätte', 'Herkunft']
Altin	214	['Rufnamenmuster', 'Rufname', 'Herkunft']
Altinay	39	['kompositionelles Motiv', 'Rufname', 'Herkunft']
Altinbas	52	['kompositionelles Motiv', 'Rufname']
Altindag	67	['kompositionelles Motiv', 'Herkunft']
Altindagoglu	11	['kompositionelles Motiv']
Altindal	19	['kompositionelles Motiv']
Altindas	15	['kompositionelles Motiv']
Altindis	12	['kompositionelles Motiv']
Altinel	15	['kompositionelles Motiv']
Altiner	24	['kompositionelles Motiv']
Altinisik	57	['kompositionelles Motiv', 'Herkunft']
Altinkaya	35	['kompositionelles Motiv', 'Wohnstätte', 'Herkunft']
Altinkaynak	24	['kompositionelles Motiv']
Altinok	89	['kompositionelles Motiv']
Altinova	15	['kompositionelles Motiv', 'Herkunft']
Altinsoy	51	['kompositionelles Motiv']
Altintas	212	['kompositionelles Motiv', 'Rufname', 'Herkunft']
Altintop	28	['kompositionelles Motiv', 'Herkunft']
Altiparmak	51	['Übername', 'Beruf', 'Herkunft']
Altjohann	40	['Rufname']
Altknecht	3	['Beruf']
Altmaier	213	['Beruf']
Altmann	5958	['Übername', 'Rufname']
Altmayer	221	['Beruf']
Altmayr	12	['Beruf']
Altmeier	262	['Beruf']
Altmeyer	1002	['Beruf']
Altmiler	1	['Beruf']
Altmutter	13	['Übername']
Altmöller	1	['Beruf']
Altmüller	98	['Beruf', 'Herkunft']
Altnickel	36	['Rufname']
Altpeter	238	['Rufname', 'Beruf']
Altrichter	256	['Beruf']
Altrock	280	['Übername', 'Beruf', 'Herkunft']
Altrogge	272	['Beruf', 'Herkunft']
Altroggen	11	['Beruf']
Altschmid	1	['Beruf']
Altschmied	23	['Beruf']
Altschuck	24	['Beruf']
Altschuh	39	['Beruf']
Altschuk	1	['Beruf']
Altun	523	['Rufnamenmuster', 'Rufname']
Altunay	54	['kompositionelles Motiv']
Altunbas	48	['kompositionelles Motiv']
Altuncu	18	['Beruf']
Altundag	54	['kompositionelles Motiv']
Altundal	24	['kompositionelles Motiv']
Altundas	14	['kompositionelles Motiv']
Altunel	19	['kompositionelles Motiv']
Altuner	25	['kompositionelles Motiv']
Altunkaya	35	['kompositionelles Motiv', 'Wohnstätte']
Altunkaynak	43	['kompositionelles Motiv']
Altunok	32	['kompositionelles Motiv']
Altunsoy	20	['kompositionelles Motiv']
Altuntas	279	['kompositionelles Motiv', 'Rufname', 'Herkunft']
Altuntepe	14	['kompositionelles Motiv']
Altuntop	16	['kompositionelles Motiv']
Altunöz	11	['kompositionelles Motiv']
Altvater	455	['Übername']
Altvatter	41	['Übername']
Altvogt	8	['Beruf']
Altwasser	103	['Herkunft']
Altwaßer	4	['Herkunft']
Altweger	21	['Herkunft', 'Wohnstätte']
Alvarez	299	['Rufname']
Alves	414	['Rufname']
Alward	13	['Rufname']
Alwardt	93	['Rufname']
Alwart	18	['Rufname']
Alwarth	1	['Rufname']
Alwert	39	['Rufname']
Alwin	35	['Rufname']
Am-Ende	12	['Wohnstätte']
Amacker	1	['Wohnstätte']
Amann	3823	['Beruf']
Ambach	150	['Wohnstätte', 'Herkunft']
Ambacher	146	['Wohnstätte', 'Herkunft']
Amberg	958	['Wohnstätte', 'Herkunft']
Amberge	104	['Wohnstätte']
Amberger	753	['Herkunft', 'Wohnstätte']
Ambergs	1	['Wohnstätte']
Ambiehl	1	['Wohnstätte']
Ambiel	23	['Wohnstätte']
Ambil	14	['Wohnstätte']
Amboss	4	['Beruf', 'Wohnstätte']
Amboß	12	['Beruf', 'Wohnstätte']
Ambrahsat	2	['Rufname']
Ambras	9	['Rufname']
Ambrasas	23	['Rufname']
Ambrasat	1	['Rufname']
Ambrasath	3	['Rufname']
Ambrasis	6	['Rufname']
Ambrass	11	['Rufname']
Ambrassat	42	['Rufname']
Ambratis	9	['Rufname']
Ambraß	41	['Rufname']
Ambraßat	5	['Rufname']
Ambroise	2	['Rufname']
Ambrolat	5	['Rufname']
Ambros	364	['Rufname']
Ambrosat	12	['Rufname']
Ambrosch	169	['Rufname']
Ambrose	7	['Rufname']
Ambroselli	24	['Rufname']
Ambrosetti	3	['Rufname']
Ambrosi	114	['Rufname']
Ambrosiak	10	['Rufname']
Ambrosini	8	['Rufname']
Ambrosino	11	['Rufname']
Ambrosio	48	['Rufname']
Ambrosius	518	['Rufname']
Ambrossat	2	['Rufname']
Ambrosy	105	['Rufname']
Ambroz	25	['Rufname']
Ambroziak	8	['Rufname']
Ambrozik	13	['Rufname']
Ambrozy	37	['Rufname']
Ambrus	83	['Rufname']
Ambrusch	18	['Rufname']
Ambühl	1	['Wohnstätte']
Ambühler	5	['Wohnstätte']
Ameis	126	['Übername', 'Wohnstätte', 'Rufname', 'Herkunft']
Ameiser	30	['Herkunft']
Ameling	140	['Rufname']
Amelingmeier	3	['Beruf']
Amelingmeyer	30	['Beruf']
Amelung	559	['Rufname']
Amelungsen	9	['Herkunft']
Amelunxen	68	['Herkunft']
Amend	1296	['Wohnstätte', 'Herkunft']
Amende	198	['Wohnstätte']
Amendinger	14	['Herkunft']
Amendt	203	['Wohnstätte', 'Herkunft']
Ament	274	['Wohnstätte']
Amenth	2	['Wohnstätte']
Amesberger	25	['Herkunft']
Amgarten	6	['Wohnstätte']
Amhof	24	['Wohnstätte']
Amhofer	4	['Wohnstätte']
Amhoff	21	['Wohnstätte', 'Herkunft']
Amin	209	['Rufname']
Amini	103	['Rufname']
Amir	49	['Rufname']
Amiri	136	['Rufname']
Amirpour	3	['Rufname']
Amirpur	4	['Rufname']
Amirzada	9	['Rufname']
Amirzadeh	5	['Rufname']
Amkreutz	52	['Wohnstätte']
Amling	492	['Rufname']
Amlung	93	['Rufname']
Ammann	968	['Beruf']
Ammeling	16	['Rufname']
Ammelung	39	['Rufname']
Ammende	3	['Wohnstätte']
Ammenn	6	['Wohnstätte']
Ammer	701	['Übername', 'Rufname', 'Wohnstätte', 'Herkunft', 'Beruf']
Ammerl	75	['Übername', 'Rufname']
Ammermüller	42	['Beruf']
Ammon	1162	['Beruf']
Ammonn	3	['Beruf']
Amoah	22	['Rufname']
Amon	628	['Beruf']
Amonn	6	['Beruf']
Amort	93	['Wohnstätte']
Amorth	9	['Wohnstätte']
Amos	227	['Rufname']
Amrain	12	['Wohnstätte']
Amrehn	112	['Wohnstätte']
Amrein	191	['Wohnstätte']
Amrhein	752	['Wohnstätte']
Amrhen	10	['Wohnstätte']
Amthor	661	['Wohnstätte']
Amtmann	288	['Beruf']
Amweg	1	['Wohnstätte']
Anacker	416	['Beruf', 'Rufname']
Anagnostakis	9	['Beruf']
Anagnostis	2	['Beruf']
Anagnostopoulos	21	['Beruf']
Anagnostopoulou	7	['Beruf']
Anagnostou	28	['Beruf']
Anastacio	7	['Rufname']
Anastasakis	3	['Rufname']
Anastasi	17	['Rufname']
Anastasiadis	68	['Rufname']
Anastasiadou	18	['Rufname']
Anastasio	3	['Rufname']
Anastasios	16	['Rufname']
Anastasiou	45	['Rufname']
Anastasopoulos	13	['Rufname']
Anastasopoulou	3	['Rufname']
Anastassakis	1	['Rufname']
Anastassiadis	26	['Rufname']
Anastassiadou	10	['Rufname']
Anastassiou	20	['Rufname']
Anastassopoulos	5	['Rufname']
Ancke	9	['Wohnstätte', 'Übername', 'Beruf', 'Rufname']
Ancker	17	['Beruf', 'Wohnstätte', 'Herkunft', 'Rufname']
Anckerholdt	7	['Beruf']
Anclam	25	['Herkunft']
Andefuhr	1	['Wohnstätte']
Andekerk	5	['Wohnstätte']
Ander	172	['Rufname', 'Herkunft']
Anderbrügge	10	['Wohnstätte']
Anderer	273	['Rufname']
Anderfuhr	22	['Wohnstätte']
Anderfuhren	2	['Wohnstätte']
Anderheide	2	['Wohnstätte']
Anderheiden	12	['Wohnstätte']
Anderheyden	11	['Wohnstätte']
Anderl	341	['Rufname']
Anderle	222	['Rufname']
Anderleit	10	['Rufname', 'Wohnstätte']
Anderlik	109	['Rufname']
Andermann	276	['Rufname', 'Herkunft']
Andermark	10	['Wohnstätte']
Andernach	118	['Herkunft']
Anders	6675	['Rufname']
Andersen	1273	['Rufname']
Andersohn	105	['Rufname']
Anderson	799	['Rufname']
Anderssen	30	['Rufname']
Anderssohn	68	['Rufname']
Andersson	330	['Rufname']
Anderweit	35	['Rufname', 'Wohnstätte']
Anderßen	9	['Rufname']
Anderßon	18	['Rufname']
Andorf	42	['Herkunft']
Andorfer	115	['Herkunft']
Andorff	14	['Herkunft']
Andrack	33	['Rufname']
Andrae	647	['Rufname']
Andraess	1	['Rufname']
Andraeß	1	['Rufname']
Andrag	4	['Rufname']
Andragk	2	['Rufname']
Andre	720	['Rufname']
Andreadis	49	['Rufname']
Andreadou	9	['Rufname']
Andreae	201	['Rufname']
Andreas	1654	['Rufname']
Andreasen	13	['Rufname']
Andreassen	12	['Rufname']
Andreasson	29	['Rufname']
Andreck	32	['Rufname']
Andree	879	['Rufname']
Andrees	162	['Rufname']
Andreesen	65	['Rufname']
Andreessen	36	['Rufname']
Andreeß	4	['Rufname']
Andreeßen	51	['Rufname']
Andreis	35	['Rufname']
Andrejewski	107	['Herkunft', 'Rufname']
Andreopoulos	14	['Rufname']
Andreopoulou	1	['Rufname']
Andreou	28	['Rufname']
Andres	2945	['Rufname']
Andresen	2614	['Rufname']
Andress	49	['Rufname']
Andressen	23	['Rufname']
Andrew	26	['Rufname']
Andrews	180	['Rufname']
Andreß	162	['Rufname']
Andreßen	27	['Rufname']
Andreä	81	['Rufname']
Andrich	331	['Rufname']
Andrick	109	['Rufname']
Andries	65	['Rufname']
Andriesen	3	['Rufname']
Andriessen	24	['Rufname']
Andriessens	13	['Rufname']
Andrießen	32	['Rufname']
Andrießens	1	['Rufname']
Andrijauskas	3	['Herkunft', 'Rufname']
Andrik	13	['Rufname']
Andris	292	['Rufname']
Andriss	3	['Rufname']
Andriß	7	['Rufname']
Andrle	9	['Rufname']
Andrlik	2	['Rufname']
Andro	38	['Rufname']
Androsch	32	['Rufname']
Androsz	2	['Rufname']
Andrulat	10	['Rufname']
Andruleit	8	['Rufname']
Andrulis	4	['Rufname']
Andryk	16	['Rufname']
Andrzejeski	3	['Herkunft', 'Rufname']
Andrzejewska	8	['Herkunft', 'Rufname']
Andrzejewski	300	['Herkunft', 'Rufname']
Andrä	862	['Rufname']
Andräs	20	['Rufname']
Andräss	1	['Rufname']
Andräß	30	['Rufname']
André	298	['Rufname']
Andörfer	62	['Herkunft']
Anesorge	1	['Übername']
Angel	322	['Wohnstätte', 'Beruf', 'Rufname', 'Übername']
Angelakis	23	['Rufname']
Angelbauer	8	['Beruf']
Angelbeck	37	['Herkunft', 'Wohnstätte']
Angelberger	15	['Wohnstätte', 'Herkunft']
Angele	514	['Wohnstätte', 'Beruf']
Angeler	1	['Beruf', 'Wohnstätte']
Angelidis	22	['Rufname']
Angelidou	8	['Rufname']
Angelis	45	['Rufname']
Angelius	3	['Rufname']
Angelkort	31	['Rufname']
Angelkorte	26	['Rufname']
Angelmaier	34	['Beruf']
Angelmann	21	['Wohnstätte', 'Beruf']
Angelmayer	5	['Beruf']
Angelmeier	1	['Beruf']
Angelmüller	3	['Beruf']
Angelopoulos	28	['Rufname']
Angelopoulou	3	['Rufname']
Angelrath	7	['Herkunft', 'Rufname']
Angelrodt	10	['Herkunft']
Angelroth	15	['Herkunft', 'Rufname']
Angelrott	3	['Herkunft', 'Rufname']
Angelsberger	5	['Herkunft', 'Wohnstätte']
Angelstein	102	['Wohnstätte']
Angelus	8	['Rufname']
Angen-Endt	13	['Wohnstätte']
Angenend	35	['Wohnstätte']
Angenendt	568	['Wohnstätte', 'Herkunft']
Angenent	35	['Wohnstätte']
Angenheister	18	['Wohnstätte']
Angenheyster	1	['Wohnstätte']
Angenoort	6	['Wohnstätte']
Angenoorth	3	['Wohnstätte']
Angenvoort	42	['Wohnstätte']
Angenvoorth	8	['Wohnstätte']
Angenvordt	2	['Wohnstätte']
Angenvorth	6	['Wohnstätte']
Anger	1225	['Wohnstätte', 'Herkunft']
Angerbach	1	['Herkunft', 'Wohnstätte']
Angerbauer	145	['Beruf']
Angerer	1366	['Wohnstätte', 'Herkunft']
Angerhausen	137	['Herkunft']
Angerhoefer	11	['Wohnstätte']
Angerhofer	24	['Herkunft', 'Wohnstätte']
Angerhöfer	41	['Wohnstätte', 'Herkunft']
Angerlechner	3	['Beruf']
Angerlehner	1	['Beruf', 'Wohnstätte']
Angermaier	258	['Beruf']
Angermair	86	['Beruf']
Angermann	1308	['Wohnstätte', 'Herkunft']
Angermayer	32	['Beruf']
Angermayr	36	['Beruf']
Angermeier	443	['Beruf']
Angermeir	19	['Beruf']
Angermeyer	123	['Beruf']
Angermueller	2	['Beruf']
Angermund	88	['Herkunft']
Angermühle	1	['Wohnstätte']
Angermüller	299	['Beruf']
Angermünde	11	['Herkunft', 'Wohnstätte']
Angern	17	['Herkunft']
Angerpointner	11	['Wohnstätte']
Angersbach	211	['Herkunft', 'Wohnstätte']
Angersdorfer	1	['Herkunft']
Angerstein	304	['Wohnstätte', 'Herkunft', 'Beruf']
Angerstorfer	32	['Herkunft']
Angl	18	['Wohnstätte', 'Beruf']
Angler	73	['Beruf', 'Wohnstätte', 'Rufname', 'Herkunft']
Angloher	58	['Herkunft']
Angsmann	15	['Beruf', 'Übername', 'Wohnstätte']
Angst	189	['Übername', 'Wohnstätte']
Angstl	47	['Übername']
Angstmann	102	['Beruf', 'Übername', 'Wohnstätte']
Angstwurm	7	['Übername']
Anhalt	679	['Herkunft']
Anhut	93	['Rufname', 'Übername', 'Beruf']
Anhuth	107	['Rufname', 'Übername', 'Beruf']
Anil	41	['Rufnamenmuster']
Ankara	13	['Herkunft']
Anke	501	['Wohnstätte', 'Übername', 'Beruf', 'Rufname']
Ankenbauer	72	['Beruf']
Anker	403	['Beruf', 'Wohnstätte', 'Herkunft', 'Rufname']
Ankerhold	6	['Beruf']
Ankerholdt	1	['Beruf']
Ankermann	83	['Beruf', 'Wohnstätte']
Ankersmit	4	['Beruf']
Ankerstein	38	['Beruf', 'Wohnstätte']
Anklam	360	['Herkunft']
Anklamm	8	['Herkunft']
Anlauf	483	['Übername']
Anlauff	53	['Übername']
Anlauft	19	['Übername', 'Herkunft']
Annacker	89	['Beruf']
Annusat	1	['Rufname']
Annuschat	19	['Rufname']
Annuscheit	21	['Rufname']
Annuseit	14	['Rufname']
Annussat	4	['Rufname']
Annuszeit	8	['Rufname']
Annuszies	2	['Rufname']
Annuth	13	['Rufname']
Annutt	2	['Rufname']
Annweiler	41	['Herkunft']
Anouar	8	['Rufname']
Ansbach	28	['Herkunft']
Ansbacher	33	['Herkunft']
Ansel	182	['Rufname']
Ansell	11	['Rufname']
Anselm	565	['Rufname']
Anselmann	110	['Rufname']
Anselme	1	['Rufname']
Anselmi	34	['Rufname']
Anselmino	13	['Rufname']
Anselmo	12	['Rufname']
Anshelm	27	['Rufname']
Anskat	27	['Rufname']
Anskeit	21	['Rufname']
Ansorg	288	['Übername']
Ansorge	979	['Übername', 'Wohnstätte']
Anspach	193	['Herkunft']
Anspacher	10	['Herkunft']
Anspreiksch	10	['Rufname']
Ansteeg	35	['Wohnstätte']
Ansteg	2	['Wohnstätte']
Ante	174	['Rufname', 'Übername']
Antefuhr	19	['Wohnstätte']
